# gapseq version: 1.1 8d4d2ce
# Sequence DB md5sum: 1139b8e (2022-02-11, Bacteria)
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A073B3C3	32.010	2.21e-50	181	99	NODE_205_length_50241_cov_19.1055 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	26884	27990	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A093JDJ7	38.023	5.95e-52	180	94	NODE_147_length_64801_cov_141.385 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47055	46273	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A093JDJ7	38.023	5.76e-52	180	94	NODE_1527_length_13698_cov_334.243 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4980	5762	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A093JDJ7	38.023	4.95e-52	180	94	NODE_520_length_29911_cov_16.8431 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	24936	24154	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A093JDJ7	38.023	4.82e-52	180	94	NODE_1543_length_12471_cov_210.036 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8562	7780	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0A0D2G0	37.965	5.80e-50	179	99	NODE_651_length_23519_cov_211.078 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15452	14259	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A5N3I5|A5N3I5_CLOK5	32.405	9.97e-50	179	99	NODE_178_length_47030_cov_235.184 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	24388	25488	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090QKE9	47.619	9.35e-52	178	99	NODE_498_length_30926_cov_43.4742 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	21640	20981	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090QKE9	47.619	8.53e-52	178	99	NODE_633_length_23858_cov_215.29 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8539	9198	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090QKE9	47.619	1.07e-51	178	99	NODE_503_length_30277_cov_128.889 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	21679	21020	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090QKE9	47.619	1.06e-51	178	99	NODE_783_length_22675_cov_314.699 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8539	9198	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P0SKV1	32.178	5.68e-49	177	96	NODE_41_length_97093_cov_16.3165 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47190	48320	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A5N3I5|A5N3I5_CLOK5	32.405	4.32e-49	177	99	NODE_34_length_130693_cov_153.503 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	107783	108883	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A5N3I5|A5N3I5_CLOK5	32.405	4.27e-49	177	99	NODE_213_length_47099_cov_362.657 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22714	21614	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P0SKV1	32.178	1.12e-48	176	98	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	120876	119746	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P0SKV1	32.178	1.07e-48	176	96	NODE_924_length_18363_cov_191.136 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	14338	13208	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P0SKV1	32.178	1.07e-48	176	96	NODE_1029_length_18579_cov_304.051 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4125	5255	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K9YT05	32.057	7.33e-49	176	99	NODE_520_length_29911_cov_16.8431 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	25356	24157	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K9YT05	32.057	7.00e-49	176	99	NODE_1543_length_12471_cov_210.036 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8982	7783	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K9YT05	32.057	1.36e-48	176	99	NODE_147_length_64801_cov_141.385 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47475	46276	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K9YT05	32.057	1.28e-48	176	99	NODE_1527_length_13698_cov_334.243 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4560	5759	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0C2E624	31.719	8.09e-49	176	99	NODE_520_length_29911_cov_16.8431 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	25356	24157	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0C2E624	31.719	7.73e-49	176	99	NODE_1543_length_12471_cov_210.036 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8982	7783	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0C2E624	31.719	1.11e-48	176	99	NODE_147_length_64801_cov_141.385 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47475	46276	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0C2E624	31.719	1.05e-48	176	99	NODE_1527_length_13698_cov_334.243 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4560	5759	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0D1J928	32.987	1.44e-48	175	99	NODE_178_length_47030_cov_235.184 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	24385	25485	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A5N3I5|A5N3I5_CLOK5	32.152	1.68e-48	175	99	NODE_205_length_50241_cov_19.1055 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	26893	27993	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P9U0C0	38.411	9.02e-49	174	88	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2159	1269	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P9U0C0	38.411	7.28e-49	174	88	NODE_5253_length_3875_cov_324.676 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1717	2607	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P9U0C0	38.411	7.26e-49	174	88	NODE_5618_length_3831_cov_16.3994 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1673	2563	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P9U0C0	38.411	7.26e-49	174	88	NODE_4704_length_3828_cov_204.407 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1670	2560	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0D1J928	32.987	2.37e-48	174	99	NODE_34_length_130693_cov_153.503 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	107780	108880	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0D1J928	32.987	2.34e-48	174	99	NODE_213_length_47099_cov_362.657 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22717	21617	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0N0Z5G5	51.111	2.79e-50	172	92	NODE_503_length_30277_cov_128.889 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	21469	20933	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0N0Z5G5	51.111	2.78e-50	172	92	NODE_783_length_22675_cov_314.699 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8749	9285	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0J0UXI4	32.426	3.16e-47	172	98	NODE_1579_length_13567_cov_15.8042 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	7300	6113	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0J0UXI4	32.426	1.90e-47	172	98	NODE_109_length_75869_cov_133.923 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	26536	27723	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0J0UXI4	32.426	1.87e-47	172	98	NODE_313_length_37923_cov_317.987 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	30019	28832	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0D1J928	32.552	5.02e-47	171	99	NODE_205_length_50241_cov_19.1055 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	26893	27990	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P9U0C0	35.831	2.13e-47	170	87	NODE_109_length_75869_cov_133.923 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	26536	27441	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P9U0C0	35.831	2.11e-47	170	87	NODE_313_length_37923_cov_317.987 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	30019	29114	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0N0Z5G5	50.556	1.73e-49	170	92	NODE_633_length_23858_cov_215.29 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8749	9285	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0N0Z5G5	50.556	1.67e-49	170	92	NODE_498_length_30926_cov_43.4742 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	21430	20894	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0H5CJY7	34.828	3.34e-47	170	99	NODE_1579_length_13567_cov_15.8042 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	7246	6113	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A024GZ62	33.250	1.63e-46	170	97	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	120891	119746	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A024GZ62	33.250	1.56e-46	170	96	NODE_1029_length_18579_cov_304.051 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4110	5255	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A024GZ62	33.250	1.55e-46	170	96	NODE_924_length_18363_cov_191.136 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	14353	13208	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P9U0C0	35.831	3.92e-47	169	87	NODE_1579_length_13567_cov_15.8042 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	7300	6395	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090QLY3	42.449	5.47e-48	169	95	NODE_41_length_97093_cov_16.3165 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47586	48287	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|Q3IZW1|Q3IZW1_RHOS4	36.719	2.30e-46	169	92	NODE_147_length_64801_cov_141.385 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47388	46276	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|Q3IZW1|Q3IZW1_RHOS4	36.719	2.17e-46	169	92	NODE_1527_length_13698_cov_334.243 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4647	5759	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|Q3IZW1|Q3IZW1_RHOS4	36.719	1.51e-46	169	92	NODE_520_length_29911_cov_16.8431 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	25269	24157	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|Q3IZW1|Q3IZW1_RHOS4	36.719	1.45e-46	169	92	NODE_1543_length_12471_cov_210.036 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8895	7783	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A093JDJ7	37.302	8.81e-48	168	98	NODE_41_length_97093_cov_16.3165 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47577	48320	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S9MV38	37.237	9.56e-47	167	99	NODE_5253_length_3875_cov_324.676 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1954	2880	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S9MV38	37.237	9.54e-47	167	99	NODE_5618_length_3831_cov_16.3994 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1910	2836	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S9MV38	37.237	9.54e-47	167	99	NODE_4704_length_3828_cov_204.407 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1907	2833	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S9MV38	37.237	1.17e-46	167	99	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1922	996	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P6W948	33.417	9.49e-46	167	98	NODE_34_length_130693_cov_153.503 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	107792	108880	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P6W948	33.417	9.37e-46	167	98	NODE_213_length_47099_cov_362.657 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22705	21617	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P6W948	33.417	6.41e-46	167	98	NODE_178_length_47030_cov_235.184 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	24397	25485	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0J0UXI4	32.178	1.01e-45	167	98	NODE_651_length_23519_cov_211.078 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15446	14259	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0H5CJY7	34.565	2.91e-46	167	99	NODE_651_length_23519_cov_211.078 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15392	14259	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0F0H6Q0	28.675	8.81e-46	167	99	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2159	996	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0F0H6Q0	28.675	6.68e-46	167	99	NODE_5253_length_3875_cov_324.676 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1717	2880	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0F0H6Q0	28.675	6.66e-46	167	99	NODE_5618_length_3831_cov_16.3994 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1673	2836	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0F0H6Q0	28.675	6.65e-46	167	99	NODE_4704_length_3828_cov_204.407 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1670	2833	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A093JDJ7	37.302	1.96e-47	167	98	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	120489	119746	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A093JDJ7	37.302	1.91e-47	167	98	NODE_924_length_18363_cov_191.136 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	13951	13208	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A093JDJ7	37.302	1.91e-47	167	98	NODE_1029_length_18579_cov_304.051 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4512	5255	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
